﻿Stedtype;StedID;Stedtekst;GeoZone;x-koordinat;y-koordinat;Kommune;Region;Medie;Vandområde;Dato;Måling nr;Undersøgelsestype;Undersøgelsesmetode;Undersøgelsesniveau;Søtype/Sønaturtype;Teknisk anvisning;Dataejer;Link;Sø areal (m2);Taxonkode;Artkode;Art latin;Art;RPA %;Total RPA (m2);Total RPA (%);Total RPV (%);Største dybdegrænse (cm);Kvalitetsmærke
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;25-06-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9534acc4-2d9a-4455-ad3d-dd10cbdf7de2;39537000;2705550030060;4078;Myriophyllum spicatum;Aks-tusindblad;0,0005827063646321556;8293,846153846152;0,0209774291267576;3,129325279074004E-05;100;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;25-06-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9534acc4-2d9a-4455-ad3d-dd10cbdf7de2;39537000;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;0,0005827063646321556;8293,846153846152;0,0209774291267576;3,129325279074004E-05;100;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;29-06-2006;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/52a495e4-4ba9-4bf7-9800-7b770d4fbaf0;39537000;2705550030060;4078;Myriophyllum spicatum;Aks-tusindblad;0,0025824486614379628;19625,66384508349;0,04963872788801248;0,00039772451042867796;0;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;29-06-2006;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/52a495e4-4ba9-4bf7-9800-7b770d4fbaf0;39537000;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;0,012912243307189816;19625,66384508349;0,04963872788801248;0,00039772451042867796;0;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;29-06-2006;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/52a495e4-4ba9-4bf7-9800-7b770d4fbaf0;39537000;2907800120090;7477;Eleocharis acicularis;Nåle-sumpstrå;0,024748466338780476;19625,66384508349;0,04963872788801248;0,00039772451042867796;0;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;05-07-2005;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fae56ba8-fada-4ee6-9c92-f910807f6ed3;39537000;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;0,027115710945098605;11061,079545454544;0,027976527165577927;8,644893236026458E-05;60;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;20-07-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f4efb2b6-aec3-4173-954f-a464dc20a112;39537000;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;0,002840693527581759;1684,6875000000002;0,004261040291372639;6,65787545526975E-07;50;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;20-07-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f4efb2b6-aec3-4173-954f-a464dc20a112;39537000;2900650030000;6512;Zannichellia;Vandkransslægten;0,0014203467637908796;1684,6875000000002;0,004261040291372639;6,65787545526975E-07;50;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;39537000;2900650030000;6512;Zannichellia;Vandkransslægten;0,004835223025671079;43219,575553625706;0,1093142513433637;0,0014331433245934326;130;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;39537000;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;0,010706565271128819;43219,575553625706;0,1093142513433637;0,0014331433245934326;130;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;39537000;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;0,043735743510772446;43219,575553625706;0,1093142513433637;0,0014331433245934326;130;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;39537000;2900200090030;6427;Elodea canadensis;Vandpest;0,007252834538506619;43219,575553625706;0,1093142513433637;0,0014331433245934326;130;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;39537000;1601010100803;87;Chara globularis var. globularis;;0,002367244606318133;26767,8125;0,06770319574069858;0,0006582674928136748;100;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;39537000;2900500030840;6475;Potamogeton berchtoldii;Liden vandaks;0,0014203467637908796;26767,8125;0,06770319574069858;0,0006582674928136748;100;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;39537000;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;0,04071660722867189;26767,8125;0,06770319574069858;0,0006582674928136748;100;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;39537000;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;0,007575182740218023;26767,8125;0,06770319574069858;0,0006582674928136748;100;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;39537000;2900500040170;6487;Potamogeton crispus;Kruset vandaks;0,002840693527581759;26767,8125;0,06770319574069858;0,0006582674928136748;100;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;39537000;2503500060031;2387;Nuphar lutea f. submersa;Gul åkande, submers;0,002840693527581759;26767,8125;0,06770319574069858;0,0006582674928136748;100;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;39537000;1601010101303;95;Chara vulgaris var. contraria;Buttornet kransnål;0,0009468978425272529;26767,8125;0,06770319574069858;0,0006582674928136748;100;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;39537000;2705550030060;4078;Myriophyllum spicatum;Aks-tusindblad;0,009468978425272528;26767,8125;0,06770319574069858;0,0006582674928136748;100;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;22-06-2009;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e0604f5d-ef41-4af0-9cf7-e8f7bfdfe90e;39537000;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;0,041319178583007404;46456,53409090909;0,11750141409542728;0,0024447669761737986;75;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;22-06-2009;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e0604f5d-ef41-4af0-9cf7-e8f7bfdfe90e;39537000;2705550030060;4078;Myriophyllum spicatum;Aks-tusindblad;0,05164897322875926;46456,53409090909;0,11750141409542728;0,0024447669761737986;75;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;25-06-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9534acc4-2d9a-4455-ad3d-dd10cbdf7de2;39537000;2900650030000;6512;Zannichellia;Vandkransslægten;0,0029135318231607783;8293,846153846152;0,0209774291267576;3,129325279074004E-05;100;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;25-06-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9534acc4-2d9a-4455-ad3d-dd10cbdf7de2;39537000;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;0,014567659115803891;8293,846153846152;0,0209774291267576;3,129325279074004E-05;100;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;29-06-2006;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/52a495e4-4ba9-4bf7-9800-7b770d4fbaf0;39537000;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;0,010256385801083533;19625,66384508349;0,04963872788801248;0,00039772451042867796;0;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;05-07-2005;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fae56ba8-fada-4ee6-9c92-f910807f6ed3;39537000;2907800120090;7477;Eleocharis acicularis;Nåle-sumpstrå;0,0008608162204793208;11061,079545454544;0,027976527165577927;8,644893236026458E-05;60;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;12-08-2024;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3100 - Andet;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/63cb4794-256d-4f85-a529-2c950eb56ea4;39537000;1601010100800;84;Chara globularis;Skør kransnål;0,06285789933372403;56586,8683510638;0,1431238292006571;0,002012501496308548;125;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;12-08-2024;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3100 - Andet;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/63cb4794-256d-4f85-a529-2c950eb56ea4;39537000;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;0,015311539581291746;56586,8683510638;0,1431238292006571;0,002012501496308548;125;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;10-08-2020;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3100 - Andet;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e13d31b3-a1af-4c34-98be-cf07087d973c;39537000;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;0,005732367782077547;131994,2708333333;0,3338499907259866;0,008594135902771157;110;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;10-08-2020;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3100 - Andet;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e13d31b3-a1af-4c34-98be-cf07087d973c;39537000;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;0,08462899467587323;131994,2708333333;0,3338499907259866;0,008594135902771157;110;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;10-08-2020;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3100 - Andet;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e13d31b3-a1af-4c34-98be-cf07087d973c;39537000;2705550030060;4078;Myriophyllum spicatum;Aks-tusindblad;0,10342665572754635;131994,2708333333;0,3338499907259866;0,008594135902771157;110;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;10-08-2020;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3100 - Andet;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e13d31b3-a1af-4c34-98be-cf07087d973c;39537000;2907800030121;7449;Schoenoplectus lacustris f. submersus;Sø-kogleaks, submers;0,001183622303159066;131994,2708333333;0,3338499907259866;0,008594135902771157;110;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;16-07-2018;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5c48b9cd-0723-4b24-9d01-ddd28690ad2b;39537000;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;0,028485843429361533;48653,158967391304;0,12305728549811899;0,0016570141138654263;50;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;16-07-2018;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5c48b9cd-0723-4b24-9d01-ddd28690ad2b;39537000;1601010100100;78;Chara aspera;Ru kransnål;0,04734489212636265;48653,158967391304;0,12305728549811899;0,0016570141138654263;50;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;16-07-2018;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5c48b9cd-0723-4b24-9d01-ddd28690ad2b;39537000;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;0,002840693527581759;48653,158967391304;0,12305728549811899;0,0016570141138654263;50;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;16-07-2018;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5c48b9cd-0723-4b24-9d01-ddd28690ad2b;39537000;1601010101303;95;Chara vulgaris var. contraria;Buttornet kransnål;0,0071017338189543954;48653,158967391304;0,12305728549811899;0,0016570141138654263;50;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;39537000;2907800120090;7477;Eleocharis acicularis;Nåle-sumpstrå;0,0008058705042785131;43219,575553625706;0,1093142513433637;0,0014331433245934326;130;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;39537000;1601010100800;84;Chara globularis;Skør kransnål;0,0013185788770322608;43219,575553625706;0,1093142513433637;0,0014331433245934326;130;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;39537000;2705550030060;4078;Myriophyllum spicatum;Aks-tusindblad;0,008634326831555498;43219,575553625706;0,1093142513433637;0,0014331433245934326;130;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;39537000;1601010101300;92;Chara vulgaris;Almindelig kransnål;0,03181788494046113;43219,575553625706;0,1093142513433637;0,0014331433245934326;130;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;39537000;1601010100803;87;Chara globularis var. globularis;;0,002901133815402647;43219,575553625706;0,1093142513433637;0,0014331433245934326;130;2
